ticker,CCMP INDEX
field,PX_LAST
date,
2021-01-04,12698.45
2021-01-05,12818.96
2021-01-06,12740.79
2021-01-07,13067.48
2021-01-08,13201.98
2021-01-11,13036.43
2021-01-12,13072.43
2021-01-13,13128.95
2021-01-14,13112.64
2021-01-15,12998.5
2021-01-19,13197.18
2021-01-20,13457.25
2021-01-21,13530.92
2021-01-22,13543.06
2021-01-25,13635.99
2021-01-26,13626.06
2021-01-27,13270.6
2021-01-28,13337.16
2021-01-29,13070.69
2021-02-01,13403.39
2021-02-02,13612.78
2021-02-03,13610.54
2021-02-04,13777.74
2021-02-05,13856.3
2021-02-08,13987.64
2021-02-09,14007.7
2021-02-10,13972.53
2021-02-11,14025.77
2021-02-12,14095.47
2021-02-16,14047.5
2021-02-17,13965.5
2021-02-18,13865.36
2021-02-19,13874.47
2021-02-22,13533.05
2021-02-23,13465.2
2021-02-24,13597.97
2021-02-25,13119.43
2021-02-26,13192.35
2021-03-01,13588.83
2021-03-02,13358.79
2021-03-03,12997.75
2021-03-04,12723.47
2021-03-05,12920.15
2021-03-08,12609.16
2021-03-09,13073.82
2021-03-10,13068.83
2021-03-11,13398.67
2021-03-12,13319.86
2021-03-15,13459.71
2021-03-16,13471.57
2021-03-17,13525.2
2021-03-18,13116.17
2021-03-19,13215.24
2021-03-22,13377.54
2021-03-23,13227.7
2021-03-24,12961.89
2021-03-25,12977.68
2021-03-26,13138.72
2021-03-29,13059.65
2021-03-30,13045.39
2021-03-31,13246.87
2021-04-01,13480.11
2021-04-05,13705.59
2021-04-06,13698.38
2021-04-07,13688.84
2021-04-08,13829.31
2021-04-09,13900.19
2021-04-12,13850.0
2021-04-13,13996.1
2021-04-14,13857.84
2021-04-15,14038.76
2021-04-16,14052.34
2021-04-19,13914.77
2021-04-20,13786.27
2021-04-21,13950.22
2021-04-22,13818.41
2021-04-23,14016.81
2021-04-26,14138.78
2021-04-27,14090.22
2021-04-28,14051.03
2021-04-29,14082.55
2021-04-30,13962.68
2021-05-03,13895.12
2021-05-04,13633.5
2021-05-05,13582.42
2021-05-06,13632.84
2021-05-07,13752.24
2021-05-10,13401.86
2021-05-11,13389.43
2021-05-12,13031.68
2021-05-13,13124.99
2021-05-14,13429.98
2021-05-17,13379.05
2021-05-18,13303.64
2021-05-19,13299.74
2021-05-20,13535.74
2021-05-21,13470.99
2021-05-24,13661.17
2021-05-25,13657.17
2021-05-26,13738.0
2021-05-27,13736.28
2021-05-28,13748.74
2021-06-01,13736.48
2021-06-02,13756.33
2021-06-03,13614.51
2021-06-04,13814.49
2021-06-07,13881.72
2021-06-08,13924.91
2021-06-09,13911.75
2021-06-10,14020.33
2021-06-11,14069.42
2021-06-14,14174.14
2021-06-15,14072.86
2021-06-16,14039.68
2021-06-17,14161.35
2021-06-18,14030.38
2021-06-21,14141.48
2021-06-22,14253.27
2021-06-23,14271.73
2021-06-24,14369.71
2021-06-25,14360.39
2021-06-28,14500.51
2021-06-29,14528.33
2021-06-30,14503.95
2021-07-01,14522.38
2021-07-02,14639.33
2021-07-06,14663.64
2021-07-07,14665.06
2021-07-08,14559.79
2021-07-09,14701.92
2021-07-12,14733.24
2021-07-13,14677.65
2021-07-14,14644.95
2021-07-15,14543.13
2021-07-16,14427.24
2021-07-19,14274.98
2021-07-20,14498.88
2021-07-21,14631.95
2021-07-22,14684.6
2021-07-23,14836.99
2021-07-26,14840.71
2021-07-27,14660.58
2021-07-28,14762.58
2021-07-29,14778.26
2021-07-30,14672.68
2021-08-02,14681.07
2021-08-03,14761.29
2021-08-04,14780.53
2021-08-05,14895.12
2021-08-06,14835.76
2021-08-09,14860.18
2021-08-10,14788.09
2021-08-11,14765.13
2021-08-12,14816.26
2021-08-13,14822.9
2021-08-16,14793.76
2021-08-17,14656.18
2021-08-18,14525.91
2021-08-19,14541.79
2021-08-20,14714.66
2021-08-23,14942.65
2021-08-24,15019.8
2021-08-25,15041.86
2021-08-26,14945.81
2021-08-27,15129.5
2021-08-30,15265.89
2021-08-31,15259.24
2021-09-01,15309.38
2021-09-02,15331.18
2021-09-03,15363.52
2021-09-07,15374.33
2021-09-08,15286.64
2021-09-09,15248.25
2021-09-10,15115.49
2021-09-13,15105.58
2021-09-14,15037.76
2021-09-15,15161.53
2021-09-16,15181.92
2021-09-17,15043.97
2021-09-20,14713.9
2021-09-21,14746.4
2021-09-22,14896.85
2021-09-23,15052.24
2021-09-24,15047.7
2021-09-27,14969.97
2021-09-28,14546.68
2021-09-29,14512.44
2021-09-30,14448.58
2021-10-01,14566.7
2021-10-04,14255.48
2021-10-05,14433.83
2021-10-06,14501.91
2021-10-07,14654.02
2021-10-08,14579.54
2021-10-11,14486.2
2021-10-12,14465.92
2021-10-13,14571.63
2021-10-14,14823.43
2021-10-15,14897.34
2021-10-18,15021.81
2021-10-19,15129.09
2021-10-20,15121.68
2021-10-21,15215.7
2021-10-22,15090.2
2021-10-25,15226.71
2021-10-26,15235.71
2021-10-27,15235.84
2021-10-28,15448.12
2021-10-29,15498.39
2021-11-01,15595.92
2021-11-02,15649.6
2021-11-03,15811.58
2021-11-04,15940.31
2021-11-05,15971.59
2021-11-08,15982.36
2021-11-09,15886.54
2021-11-10,15622.71
2021-11-11,15704.28
2021-11-12,15860.96
2021-11-15,15853.85
2021-11-16,15973.86
2021-11-17,15921.57
2021-11-18,15993.71
2021-11-19,16057.44
2021-11-22,15854.76
2021-11-23,15775.14
2021-11-24,15845.23
2021-11-26,15491.66
2021-11-29,15782.83
2021-11-30,15537.69
2021-12-01,15254.05
2021-12-02,15381.32
2021-12-03,15085.47
2021-12-06,15225.15
2021-12-07,15686.92
2021-12-08,15786.99
2021-12-09,15517.37
2021-12-10,15630.6
2021-12-13,15413.28
2021-12-14,15237.64
2021-12-15,15565.58
2021-12-16,15180.43
2021-12-17,15169.68
2021-12-20,14980.94
2021-12-21,15341.09
2021-12-22,15521.89
2021-12-23,15653.37
2021-12-27,15871.26
2021-12-28,15781.72
2021-12-29,15766.22
2021-12-30,15741.56
2021-12-31,15644.97
2022-01-03,15832.8
2022-01-04,15622.72
2022-01-05,15100.17
2022-01-06,15080.87
2022-01-07,14935.9
2022-01-10,14942.83
2022-01-11,15153.45
2022-01-12,15188.39
2022-01-13,14806.81
2022-01-14,14893.75
2022-01-18,14506.9
2022-01-19,14340.25
2022-01-20,14154.02
2022-01-21,13768.92
2022-01-24,13855.13
2022-01-25,13539.29
2022-01-26,13542.12
2022-01-27,13352.78
2022-01-28,13770.57
2022-01-31,14239.88
2022-02-01,14346.0
2022-02-02,14417.55
2022-02-03,13878.82
2022-02-04,14098.01
2022-02-07,14015.67
2022-02-08,14194.46
2022-02-09,14490.37
2022-02-10,14185.64
2022-02-11,13791.15
2022-02-14,13790.92
2022-02-15,14139.76
2022-02-16,14124.09
2022-02-17,13716.72
2022-02-18,13548.07
2022-02-22,13381.52
2022-02-23,13037.49
2022-02-24,13473.58
2022-02-25,13694.62
2022-02-28,13751.4
2022-03-01,13532.46
2022-03-02,13752.02
2022-03-03,13537.94
2022-03-04,13313.44
2022-03-07,12830.96
2022-03-08,12795.55
2022-03-09,13255.55
2022-03-10,13129.96
2022-03-11,12843.81
2022-03-14,12581.22
2022-03-15,12948.62
2022-03-16,13436.55
2022-03-17,13614.78
2022-03-18,13893.84
2022-03-21,13838.46
2022-03-22,14108.82
2022-03-23,13922.6
2022-03-24,14191.84
2022-03-25,14169.3
2022-03-28,14354.9
2022-03-29,14619.64
2022-03-30,14442.27
2022-03-31,14220.52
2022-04-01,14261.5
2022-04-04,14532.55
2022-04-05,14204.17
2022-04-06,13888.82
2022-04-07,13897.3
2022-04-08,13711.0
2022-04-11,13411.96
2022-04-12,13371.57
2022-04-13,13643.59
2022-04-14,13351.08
2022-04-18,13332.36
2022-04-19,13619.66
2022-04-20,13453.07
2022-04-21,13174.65
2022-04-22,12839.29
2022-04-25,13004.85
2022-04-26,12490.74
2022-04-27,12488.93
2022-04-28,12871.53
2022-04-29,12334.64
2022-05-02,12536.02
2022-05-03,12563.76
2022-05-04,12964.86
2022-05-05,12317.69
2022-05-06,12144.66
2022-05-09,11623.25
2022-05-10,11737.67
2022-05-11,11364.24
2022-05-12,11370.96
2022-05-13,11805.0
2022-05-16,11662.79
2022-05-17,11984.52
2022-05-18,11418.15
2022-05-19,11388.5
2022-05-20,11354.62
2022-05-23,11535.27
2022-05-24,11264.45
2022-05-25,11434.74
2022-05-26,11740.65
2022-05-27,12131.13
2022-05-31,12081.39
2022-06-01,11994.46
2022-06-02,12316.9
2022-06-03,12012.73
2022-06-06,12061.37
2022-06-07,12175.23
2022-06-08,12086.27
2022-06-09,11754.23
2022-06-10,11340.02
2022-06-13,10809.23
2022-06-14,10828.35
2022-06-15,11099.15
2022-06-16,10646.1
2022-06-17,10798.35
2022-06-21,11069.3
2022-06-22,11053.08
2022-06-23,11232.19
2022-06-24,11607.62
2022-06-27,11524.55
2022-06-28,11181.54
2022-06-29,11177.89
2022-06-30,11028.74
2022-07-01,11127.84
2022-07-05,11322.24
2022-07-06,11361.85
2022-07-07,11621.35
2022-07-08,11635.31
2022-07-11,11372.6
2022-07-12,11264.73
2022-07-13,11247.58
2022-07-14,11251.19
2022-07-15,11452.42
2022-07-18,11360.05
2022-07-19,11713.15
2022-07-20,11897.65
2022-07-21,12059.61
2022-07-22,11834.11
2022-07-25,11782.67
2022-07-26,11562.57
2022-07-27,12032.42
2022-07-28,12162.59
2022-07-29,12390.69
2022-08-01,12368.98
2022-08-02,12348.76
2022-08-03,12668.16
2022-08-04,12720.58
2022-08-05,12657.55
2022-08-08,12644.46
2022-08-09,12493.93
2022-08-10,12854.8
2022-08-11,12779.91
2022-08-12,13047.19
2022-08-15,13128.05
2022-08-16,13102.55
2022-08-17,12938.12
2022-08-18,12965.34
2022-08-19,12705.21
2022-08-22,12381.57
2022-08-23,12381.3
2022-08-24,12431.53
2022-08-25,12639.27
2022-08-26,12141.71
2022-08-29,12017.67
2022-08-30,11883.14
2022-08-31,11816.2
2022-09-01,11785.13
2022-09-02,11630.86
2022-09-06,11544.91
2022-09-07,11791.9
2022-09-08,11862.13
2022-09-09,12112.31
2022-09-12,12266.41
2022-09-13,11633.57
2022-09-14,11719.68
2022-09-15,11552.36
2022-09-16,11448.4
2022-09-19,11535.02
2022-09-20,11425.05
2022-09-21,11220.19
2022-09-22,11066.8
2022-09-23,10867.93
2022-09-26,10802.92
2022-09-27,10829.5
2022-09-28,11051.64
2022-09-29,10737.51
2022-09-30,10575.62
2022-10-03,10815.43
2022-10-04,11176.41
2022-10-05,11148.64
2022-10-06,11073.31
2022-10-07,10652.4
2022-10-10,10542.1
2022-10-11,10426.19
2022-10-12,10417.1
2022-10-13,10649.15
2022-10-14,10321.39
2022-10-17,10675.8
2022-10-18,10772.4
2022-10-19,10680.51
2022-10-20,10614.84
2022-10-21,10859.72
2022-10-24,10952.61
2022-10-25,11199.12
2022-10-26,10970.99
2022-10-27,10792.67
2022-10-28,11102.45
2022-10-31,10988.15
2022-11-01,10890.85
2022-11-02,10524.8
2022-11-03,10342.94
2022-11-04,10475.25
2022-11-07,10564.52
2022-11-08,10616.2
2022-11-09,10353.17
2022-11-10,11114.15
2022-11-11,11323.33
2022-11-14,11196.22
2022-11-15,11358.41
2022-11-16,11183.66
2022-11-17,11144.96
2022-11-18,11146.06
2022-11-21,11024.51
2022-11-22,11174.41
2022-11-23,11285.32
2022-11-25,11226.36
2022-11-28,11049.5
2022-11-29,10983.78
2022-11-30,11468.0
2022-12-01,11482.45
2022-12-02,11461.5
2022-12-05,11239.94
2022-12-06,11014.89
2022-12-07,10958.55
2022-12-08,11082.0
2022-12-09,11004.62
2022-12-12,11143.74
2022-12-13,11256.81
2022-12-14,11170.89
2022-12-15,10810.53
2022-12-16,10705.41
2022-12-19,10546.03
2022-12-20,10547.11
2022-12-21,10709.37
2022-12-22,10476.12
2022-12-23,10497.86
2022-12-27,10353.23
2022-12-28,10213.29
2022-12-29,10478.09
2022-12-30,10466.48
2023-01-03,10386.98
2023-01-04,10458.76
2023-01-05,10305.24
2023-01-06,10569.29
2023-01-09,10635.65
2023-01-10,10742.63
2023-01-11,10931.67
2023-01-12,11001.1
2023-01-13,11079.16
2023-01-17,11095.11
2023-01-18,10957.01
2023-01-19,10852.27
2023-01-20,11140.43
2023-01-23,11364.41
2023-01-24,11334.27
2023-01-25,11313.36
2023-01-26,11512.41
2023-01-27,11621.71
2023-01-30,11393.81
2023-01-31,11584.55
2023-02-01,11816.32
2023-02-02,12200.82
2023-02-03,12006.96
2023-02-06,11887.45
2023-02-07,12113.79
2023-02-08,11910.52
2023-02-09,11789.58
2023-02-10,11718.12
2023-02-13,11891.79
2023-02-14,11960.15
2023-02-15,12070.59
2023-02-16,11855.83
2023-02-17,11787.27
2023-02-21,11492.3
2023-02-22,11507.07
2023-02-23,11590.4
2023-02-24,11394.94
2023-02-27,11466.98
2023-02-28,11455.54
2023-03-01,11379.48
2023-03-02,11462.98
2023-03-03,11689.01
2023-03-06,11675.74
2023-03-07,11530.33
2023-03-08,11576.0
2023-03-09,11338.35
2023-03-10,11138.89
2023-03-13,11188.84
2023-03-14,11428.15
2023-03-15,11434.05
2023-03-16,11717.28
2023-03-17,11630.51
2023-03-20,11675.54
2023-03-21,11860.11
2023-03-22,11669.96
2023-03-23,11787.4
2023-03-24,11823.96
2023-03-27,11768.84
2023-03-28,11716.08
2023-03-29,11926.24
2023-03-30,12013.47
2023-03-31,12221.91
2023-04-03,12189.45
2023-04-04,12126.33
2023-04-05,11996.86
2023-04-06,12087.96
2023-04-10,12084.36
2023-04-11,12031.88
2023-04-12,11929.34
2023-04-13,12166.27
2023-04-14,12123.47
2023-04-17,12157.72
2023-04-18,12153.41
2023-04-19,12157.23
2023-04-20,12059.56
2023-04-21,12072.46
2023-04-24,12037.2
2023-04-25,11799.16
2023-04-26,11854.35
2023-04-27,12142.24
2023-04-28,12226.58
2023-05-01,12212.6
2023-05-02,12080.51
2023-05-03,12025.33
2023-05-04,11966.4
2023-05-05,12235.41
2023-05-08,12256.92
2023-05-09,12179.55
2023-05-10,12306.44
2023-05-11,12328.51
2023-05-12,12284.74
2023-05-15,12365.21
2023-05-16,12343.05
2023-05-17,12500.57
2023-05-18,12688.84
2023-05-19,12657.9
2023-05-22,12720.78
2023-05-23,12560.25
2023-05-24,12484.16
2023-05-25,12698.09
2023-05-26,12975.69
2023-05-30,13017.43
2023-05-31,12935.29
2023-06-01,13100.98
2023-06-02,13240.77
2023-06-05,13229.43
2023-06-06,13276.42
2023-06-07,13104.89
2023-06-08,13238.52
2023-06-09,13259.14
2023-06-12,13461.92
2023-06-13,13573.32
2023-06-14,13626.48
2023-06-15,13782.82
2023-06-16,13689.57
2023-06-20,13667.29
2023-06-21,13502.2
2023-06-22,13630.61
2023-06-23,13492.52
2023-06-26,13335.78
2023-06-27,13555.67
2023-06-28,13591.75
2023-06-29,13591.33
2023-06-30,13787.92
2023-07-03,13816.77
2023-07-05,13791.65
2023-07-06,13679.04
2023-07-07,13660.72
2023-07-10,13685.48
2023-07-11,13760.7
2023-07-12,13918.96
2023-07-13,14138.57
2023-07-14,14113.7
2023-07-17,14244.95
2023-07-18,14353.64
2023-07-19,14358.02
2023-07-20,14063.31
2023-07-21,14032.81
2023-07-24,14058.87
2023-07-25,14144.56
2023-07-26,14127.28
2023-07-27,14050.11
2023-07-28,14316.66
2023-07-31,14346.02
2023-08-01,14283.91
2023-08-02,13973.45
2023-08-03,13959.71
2023-08-04,13892.07
2023-08-07,13977.12
2023-08-08,13867.19
2023-08-09,13705.08
2023-08-10,13721.03
2023-08-11,13644.85
2023-08-14,13788.33
2023-08-15,13631.05
2023-08-16,13474.63
2023-08-17,13316.93
2023-08-18,13290.78
2023-08-21,13497.59
2023-08-22,13505.87
2023-08-23,13721.03
2023-08-24,13463.97
2023-08-25,13590.65
2023-08-28,13705.13
2023-08-29,13943.76
2023-08-30,14019.31
2023-08-31,14034.97
2023-09-01,14031.81
2023-09-05,14020.95
2023-09-06,13872.47
2023-09-07,13748.83
2023-09-08,13761.53
2023-09-11,13917.91
2023-09-12,13773.63
2023-09-13,13813.58
2023-09-14,13926.05
2023-09-15,13708.33
2023-09-18,13710.24
2023-09-19,13678.19
2023-09-20,13469.13
2023-09-21,13223.99
2023-09-22,13211.81
2023-09-25,13271.32
2023-09-26,13063.61
2023-09-27,13092.85
2023-09-28,13201.28
2023-09-29,13219.32
2023-10-02,13307.77
2023-10-03,13059.47
2023-10-04,13236.01
2023-10-05,13219.83
2023-10-06,13431.34
2023-10-09,13484.24
2023-10-10,13562.84
2023-10-11,13659.68
2023-10-12,13574.22
2023-10-13,13407.23
2023-10-16,13567.98
2023-10-17,13533.75
2023-10-18,13314.3
2023-10-19,13186.17
2023-10-20,12983.81
2023-10-23,13018.33
2023-10-24,13139.88
2023-10-25,12821.22
2023-10-26,12595.61
2023-10-27,12643.01
2023-10-30,12789.48
2023-10-31,12851.24
2023-11-01,13061.47
2023-11-02,13294.19
2023-11-03,13478.28
2023-11-06,13518.78
2023-11-07,13639.86
2023-11-08,13650.41
2023-11-09,13521.45
2023-11-10,13798.11
2023-11-13,13767.74
2023-11-14,14094.38
2023-11-15,14103.84
2023-11-16,14113.67
2023-11-17,14125.48
2023-11-20,14284.53
2023-11-21,14199.98
2023-11-22,14265.86
